original english paragraphs,deepl paragraphs,google paragraphs,human-translated paragraphs
"my brother went to church at the foundling hospital in the morning,
still in ignorance of what had happened on the previous night. there he
heard allusions made to the invasion, and a special prayer for peace.
coming out, he bought a _referee_. he became alarmed at the news in
this, and went again to waterloo station to find out if communication
were restored. the omnibuses, carriages, cyclists, and innumerable
people walking in their best clothes seemed scarcely affected by the
strange intelligence that the newsvendors were disseminating. people
were interested, or, if alarmed, alarmed only on account of the local
residents. at the station he heard for the first time that the windsor
and chertsey lines were now interrupted. the porters told him that
several remarkable telegrams had been received in the morning from
byfleet and chertsey stations, but that these had abruptly ceased. my
brother could get very little precise detail out of them.","mon frère s'est rendu le matin à l'église de l'hôpital des enfants trouvés, toujours dans l'ignorance de ce qui s'était passé la nuit précédente,
encore dans l'ignorance de ce qui s'était passé la nuit précédente.
Il y entendit des allusions à l'invasion et une prière spéciale pour la paix.
Le premier jour de l'annee, il s'etait rendu a l'hotel de la ville pour y rencontrer ses amis.
de l'histoire de la France et de l'Europe, et de l'histoire de l'Europe, et de l'histoire de l'Europe.
de l'histoire de la France et de l'Europe, de la France et de l'Europe, de l'Europe et de l'Europe.
les omnibus, les voitures, les cyclistes et les innombrables personnes qui se promenaient dans leurs plus beaux habits ne semblaient guère affectés par l'étrange
l'étrange information diffusée par les marchands de journaux.
Les gens étaient intéressés, ou, s'ils étaient alarmés, ils ne l'étaient qu'à cause des habitants de la région.
à la gare, il apprit pour la première fois que les lignes de Windsor et de
et chertsey étaient maintenant interrompues. les porteurs lui dirent que plusieurs
plusieurs télégrammes remarquables avaient été reçus dans la matinée en provenance de
de byfleet et de chertsey, mais qu'ils avaient brusquement cessé. mon frère n'a pu obtenir que peu de détails précis.
mon frère n'a pu obtenir que très peu de détails précis.","mon frère est allé à l'église à l'hôpital des enfants trouvés le matin,
toujours dans l'ignorance de ce qui s'est passé la nuit précédente. là, il
J'ai entendu des allusions à l'invasion et une prière spéciale pour la paix.
en sortant, il a acheté un _arbitre_. il a été alarmé par la nouvelle
ceci, et je suis retourné à la station de Waterloo pour savoir si la communication
ont été restaurés. les omnibus, les calèches, les cyclistes et d'innombrables
les gens marchant dans leurs plus beaux vêtements ne semblaient guère affectés par le
étranges renseignements que diffusaient les vendeurs de journaux. personnes
étaient intéressés, ou, s'ils étaient alarmés, alarmés uniquement à cause de la situation locale
résidents. à la gare, il a entendu pour la première fois que le Windsor
et les lignes chertsey étaient désormais interrompues. les porteurs lui ont dit que
plusieurs télégrammes remarquables avaient été reçus dans la matinée de
les stations byfleet et chertsey, mais que celles-ci avaient brusquement cessé. mon
mon frère ne pouvait en tirer que très peu de détails précis.","mon frère assista au service du matin dans la chapelle de foundling
hospital, ignorant encore ce qui était arrivé le soir précédent. il
entendit là quelques allusions faites à l’envahissement, une prière
spéciale pour la paix. en sortant, il acheta le referee. les nouvelles
qu’il y trouva l’alarmèrent et il retourna à la gare de waterloo savoir
si les communications étaient rétablies. les omnibus, les voitures, les
cyclistes et les innombrables promeneurs, vêtus de leurs plus beaux
habits, semblaient à peine affectés par les étranges nouvelles que les
vendeurs de journaux distribuaient. des gens s’y intéressaient, ou s’ils
étaient alarmés, c’était seulement pour ceux qui se trouvaient sur les
lieux de la catastrophe. a la gare, il apprit que le service des lignes
de windsor et de chertsey était maintenant interrompu. les employés lui
dirent que, le matin même, les chefs de gare de byfleet et de chertsey
avaient télégraphié des nouvelles surprenantes qui avaient été
brusquement interrompues. mon frère ne put obtenir d’eux que des détails fort imprécis."
"there’s fighting going on about weybridge was the extent of their
information.","des combats se déroulent à Weybridge, c'est ce qu'ils ont appris.
informations.","il y a des combats à propos de Weybridge, c'était l'étendue de leur
information.","on doit se battre, là-bas, du côté de weybridge, fut à peu près tout
ce qu’ils purent dire."
"the train service was now very much disorganised. quite a number of
people who had been expecting friends from places on the south-western
network were standing about the station. one grey-headed old gentleman
came and abused the south-western company bitterly to my brother. it
wants showing up, he said.","le service des trains était maintenant très désorganisé. un grand nombre de personnes
personnes qui attendaient des amis du réseau sud-ouest se trouvaient aux alentours de la gare.
de la gare. un vieux monsieur à la tête grise s'est approché et a injurié la compagnie du sud-ouest auprès de mon frère.
un vieux monsieur à tête grise est venu et a critiqué amèrement la compagnie du sud-ouest auprès de mon frère.
veut se montrer, a-t-il dit.","le service ferroviaire était désormais très désorganisé. un bon nombre de
des gens qui attendaient des amis venant d'endroits du sud-ouest
réseau se tenaient autour de la station. un vieux monsieur aux cheveux gris
est venu et a abusé amèrement de la compagnie du sud-ouest envers mon frère. il
veut se présenter, dit-il.","le service des trains était à cette heure grandement désorganisé; un
grand nombre de gens qui attendaient des amis venant des comtés du
sud-ouest encombraient les quais. un vieux monsieur à cheveux gris
s’approcha de mon frère et se répandit en plaintes amères contre
l’insouciance de la compagnie. on devrait réclamer, il faut que tout le monde fasse des réclamations,
affirmait-il."
"one or two trains came in from richmond, putney, and kingston,
containing people who had gone out for a day’s boating and found the
locks closed and a feeling of panic in the air. a man in a blue and
white blazer addressed my brother, full of strange tidings.","un ou deux trains sont arrivés de Richmond, Putney et Kingston,
des gens qui étaient sortis pour une journée de navigation et qui avaient trouvé les écluses fermées et un sentiment de panique dans l'air.
et qui avaient trouvé les écluses fermées et un sentiment de panique dans l'air. un homme en blazer bleu et blanc s'adressa à mon frère, plein d'étranges nouvelles.
blazer bleu et blanc s'adressa à mon frère, plein d'étranges nouvelles.","un ou deux trains sont arrivés de Richmond, Putney et Kingston,
contenant des gens qui étaient partis pour une journée de navigation en bateau et avaient trouvé le
serrures fermées et sentiment de panique dans l'air. un homme en bleu et
un blazer blanc s'adressa à mon frère, plein d'étranges nouvelles.","un ou deux trains arrivèrent, venant de richmond, de putney et de
kingston, contenant des gens qui, étant partis pour canoter, avaient
trouvé les écluses fermées, et un souffle de panique dans l’air. un
voyageur vêtu d’un costume de flanelle bleue et blanche donna à mon
frère d’étranges nouvelles."
"there’s hosts of people driving into kingston in traps and carts and
things, with boxes of valuables and all that, he said. they come from
molesey and weybridge and walton, and they say there’s been guns heard
at chertsey, heavy firing, and that mounted soldiers have told them to
get off at once because the martians are coming. we heard guns firing
at hampton court station, but we thought it was thunder. what the
dickens does it all mean? the martians can’t get out of their pit, can
they?","il y a des tas de gens qui arrivent à kingston avec des trappes, des charrettes et d'autres choses, avec des boîtes de valeurs et tout ça.
avec des caisses d'objets de valeur et tout ça, a-t-il dit. ils viennent de
molesey, weybridge et walton, et ils disent qu'on a entendu des coups de feu à chertsey, des tirs nourris, et que des soldats à cheval leur ont dit de ne pas se laisser faire.
à chertsey, des tirs nourris, et que des soldats à cheval leur ont dit de
de partir immédiatement parce que les martiens arrivent. nous avons entendu des coups de feu
à hampton court station, mais nous pensions que c'était le tonnerre.
que signifie tout cela ? les martiens ne peuvent pas sortir de leur fosse, n'est-ce pas ?
n'est-ce pas ?","il y a une foule de gens qui arrivent à Kingston dans des pièges et des charrettes et
des choses, avec des boîtes d'objets de valeur et tout ça, dit-il. ils viennent de
Molesey, Weybridge et Walton, et ils disent qu'on a entendu des armes à feu.
à Chertsey, des tirs nourris, et que des soldats à cheval leur ont dit de
descendez immédiatement parce que les martiens arrivent. nous avons entendu des coups de feu tirer
à la gare de Hampton Court, mais nous avons cru que c'était le tonnerre. qu'est-ce que
Dickens, est-ce que tout ça veut dire ? les martiens ne peuvent pas sortir de leur fosse, peuvent
ils?","il y a des masses de gens qui traversent kingston dans des voitures et
des chariots de toute espèce, chargés de malles et de ballots contenant
leurs affaires les plus précieuses. ils viennent de molesey, de
weybridge et de walton et ils disent qu’on tire le canon à chertsey une
terrible canonnade et que des cavaliers sont venus les avertir de se
sauver immédiatement parce que les marsiens arrivaient. a la gare de
hampton court, nous, nous avons entendu le canon, mais nous avons cru
d’abord que c’était le tonnerre. que diable cela peut-il bien vouloir
dire? les marsiens ne peuvent pas sortir de leur trou, n’est-ce pas?"
my brother could not tell him.,mon frère ne pouvait pas lui dire.,mon frère ne pouvait pas le lui dire.,mon frère ne pouvait le renseigner là-dessus.
"afterwards he found that the vague feeling of alarm had spread to the
clients of the underground railway, and that the sunday excursionists
began to return from all over the south-western lung—barnes,
wimbledon, richmond park, kew, and so forth—at unnaturally early hours;
but not a soul had anything more than vague hearsay to tell of.
everyone connected with the terminus seemed ill-tempered.","Il s'aperçut ensuite que le vague sentiment d'inquiétude s'était répandu chez les
les clients du chemin de fer souterrain, et que les excursionnistes du dimanche
commençaient à revenir de tout le sud-ouest du poumon - Barnes,
Wimbledon, Richmond Park, Kew, etc... à des heures anormalement matinales ;
mais pas un seul n'avait autre chose à raconter que de vagues ouï-dire.
Tout le monde en rapport avec le terminus semblait mal disposé.","il s'aperçut ensuite que le vague sentiment d'inquiétude s'était propagé au
clients du métro, et que les excursionnistes du dimanche
ont commencé à revenir de partout dans le poumon sud-ouest—Barnes,
Wimbledon, Richmond Park, Kew, etc. – à des heures anormalement matinales ;
mais personne n’avait à raconter autre chose que de vagues ouï-dire.
tous ceux qui étaient en contact avec le terminus semblaient de mauvaise humeur.","peu après, il s’aperçut qu’un vague sentiment de péril avait gagné les
voyageurs du réseau souterrain et que les excursionnistes dominicaux
commençaient à revenir de tous lungs du sud-ouest, barnes, wimbledon,
richmond park, kew, et ainsi de suite à des heures inaccoutumées; mais
ils n’avaient à raconter que de vagues ouï-dire. tout le personnel de la
gare terminus semblait de fort mauvaise humeur."
"about five o’clock the gathering crowd in the station was immensely
excited by the opening of the line of communication, which is almost
invariably closed, between the south-eastern and the south-western
stations, and the passage of carriage trucks bearing huge guns and
carriages crammed with soldiers. these were the guns that were brought
up from woolwich and chatham to cover kingston. there was an exchange
of pleasantries: you’ll get eaten! we’re the beast-tamers! and so
forth. a little while after that a squad of police came into the
station and began to clear the public off the platforms, and my brother
went out into the street again.","vers cinq heures, la foule qui s'amassait dans la gare était immensément
de l'ouverture de la ligne de communication, presque toujours fermée, entre les
presque toujours fermée, entre les gares du sud-est et du sud-ouest, et le
de la gare du sud-est et de la gare du sud-ouest, et le passage de camions de
de soldats. c'etaient les canons qui etaient amenes de woolwich et de chatham.
de woolwich et de chatham pour couvrir kingston. il y eut un échange d'amabilités
d'amabilités : vous serez mangés ! nous sommes les fauteurs de troubles ! et ainsi de suite.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de la gare et a commence a faire sortir le public des quais, et mon frere est
mon frère sortit à nouveau dans la rue.","vers cinq heures, la foule rassemblée dans la gare était immense
enthousiasmé par l'ouverture de la ligne de communication, qui est presque
invariablement fermé, entre le sud-est et le sud-ouest
gares, et le passage de camions transportant d'énormes canons et
des voitures remplies de soldats. ce sont les armes qui ont été apportées
depuis Woolwich et Chatham pour couvrir Kingston. il y a eu un échange
de plaisanteries : vous allez vous faire manger ! nous sommes les dompteurs de bêtes ! et ainsi
en avant. peu de temps après, une escouade de police entra dans la
gare et j'ai commencé à évacuer le public des quais, et mon frère
je suis ressorti dans la rue.","vers cinq heures, la foule, qui augmentait incessamment aux alentours de
la gare, fut extraordinairement surexcitée, quand elle vit ouvrir la
ligne de communication, presque invariablement close, qui relie entre
eux les réseaux du sud-est et du sud-ouest, et passer des trucs portant
d’immenses canons et des wagons bourrés de soldats. c’était l’artillerie
qu’on envoyait de woolwich et de chatham pour protéger kingston. on
échangeait des plaisanteries. vous allez être mangés! nous allons dompter les bêtes féroces!
et ainsi de suite. peu après cela, une escouade d’agents de police arriva, qui se mit en
devoir de dégager les quais de la gare et mon frère se retrouva dans la
rue."
"the church bells were ringing for evensong, and a squad of salvation
army lassies came singing down waterloo road. on the bridge a number of
loafers were watching a curious brown scum that came drifting down the
stream in patches. the sun was just setting, and the clock tower and
the houses of parliament rose against one of the most peaceful skies it
is possible to imagine, a sky of gold, barred with long transverse
stripes of reddish-purple cloud. there was talk of a floating body. one
of the men there, a reservist he said he was, told my brother he had
seen the heliograph flickering in the west.","les cloches de l'église sonnaient pour l'office et une escouade de jeunes filles de l'armée du salut descendait Waterloo Road en chantant.
de l'armée du salut descendait en chantant la rue de Waterloo.
sur le pont, un certain nombre de flâneurs observaient une curieuse écume brune qui descendait le ruisseau par plaques.
le soleil se couchait, la tour de l'horloge et les maisons du parlement se
la tour de l'horloge et les chambres du parlement s'élevaient dans un des ciels les plus paisibles qu'il soit possible d'imaginer.
de l'or, barré de longues bandes transversales d'un pourpre rougeâtre.
On parlait d'un corps flottant. l'un des hommes présents, un réserviste de la compagnie
l'un des hommes présents, un réserviste disait-il, a dit à mon frère qu'il avait
avait vu l'héliographe clignoter à l'ouest.","les cloches de l'église sonnaient pour le soir, et une escouade de salut
des filles de l'armée sont venues chanter sur Waterloo Road. sur le pont un certain nombre de
les flâneurs observaient une curieuse écume brune qui dérivait le long du
diffuser en patchs. le soleil venait juste de se coucher, et la tour de l'horloge et
les chambres du Parlement se dressaient contre l'un des cieux les plus paisibles qu'il soit
est possible d'imaginer, un ciel d'or, barré de longues
rayures de nuages ​​rouge-violet. on parlait d'un corps flottant. un
des hommes là-bas, un réserviste qu'il disait être, a dit à mon frère qu'il avait
J'ai vu l'héliographe scintiller à l'ouest.","les cloches des églises sonnaient les vêpres et une bande de salutistes
descendit waterloo road en chantant. sur le pont, des groupes de
flâneurs regardaient une curieuse écume brunâtre qui, par paquets
nombreux, descendait le courant. le soleil se couchait: la tour de
l’horloge et le palais du parlement se dressaient contre le ciel le plus
paisible qu’on pût imaginer, un ciel d’or, coupé de longues bandes de
nuages pourpres et rougeâtres. des gens parlaient d’un cadavre qu’on
aurait vu flotter. un homme, qui prétendait être un soldat de la
réserve, dit à mon frère qu’il avait vu les taches lumineuses de
l’héliographe trembloter vers l’ouest."
"in wellington street my brother met a couple of sturdy roughs who had
just been rushed out of fleet street with still-wet newspapers and
staring placards. dreadful catastrophe! they bawled one to the other
down wellington street. fighting at weybridge! full description!
repulse of the martians! london in danger! he had to give threepence
for a copy of that paper.","Dans la rue Wellington, mon frère a rencontré un couple de robustes brutes qui venaient de sortir de la rue Fleet avec des journaux encore humides.
qui venaient d'être expulsés de Fleet Street avec des journaux encore humides et des
catastrophe épouvantable ! ils criaient l'un à l'autre dans la rue de
dans la rue de wellington. combat à weybridge ! description complète !
repousser les martiens ! londres en danger ! il a du donner trois pence pour un exemplaire de ce journal.
pour un exemplaire de ce journal.","Dans Wellington Street, mon frère a rencontré deux robustes brutaux qui avaient
Je viens d'être évacué de Fleet Street avec des journaux encore mouillés et
regarder des pancartes. épouvantable catastrophe ! ils se criaient l'un à l'autre
dans la rue Wellington. combat à Weybridge ! descriptif complet !
repousser les martiens! Londres en danger ! il a dû donner trois pence
pour une copie de ce document.","dans wellington street, mon frère rencontra un couple de vigoureux
gaillards qui venaient juste de quitter fleet street avec des journaux
encore humides et des placards où s’étalaient des titres sensationnels.
terrible catastrophe! criaient-ils l’un après l’autre en descendant la
rue. une bataille à weybridge! détails complets! les marsiens repoussés!
londres en danger!... il dut donner six sous pour en avoir un numéro."
"then it was, and then only, that he realised something of the full
power and terror of these monsters. he learned that they were not
merely a handful of small sluggish creatures, but that they were minds
swaying vast mechanical bodies; and that they could move swiftly and
smite with such power that even the mightiest guns could not stand
against them.","Il se rendit compte alors, et alors seulement, de toute la puissance et de toute la terreur de ces monstres.
de la puissance et de la terreur de ces monstres. il apprit qu'ils n'étaient pas
une poignée de petites créatures paresseuses, mais qu'il s'agissait d'esprits
de vastes corps mécaniques, et qu'ils pouvaient se déplacer rapidement et
avec une telle puissance que même les canons les plus puissants ne pouvaient leur résister.
contre eux.","c'est alors, et alors seulement, qu'il réalisa quelque chose de la pleine
puissance et terreur de ces monstres. il a appris qu'ils n'étaient pas
simplement une poignée de petites créatures paresseuses, mais qu'il s'agissait d'esprits
balançant de vastes corps mécaniques; et qu'ils pouvaient se déplacer rapidement et
frapper avec une telle puissance que même les armes les plus puissantes ne pourraient pas résister
contre eux.","ce fut à ce moment, et alors seulement, qu’il se fit une idée de
l’énorme puissance de ces monstres et de l’épouvante qu’ils causaient.
il apprit qu’ils n’étaient pas seulement une poignée de petites
créatures indolentes, mais qu’ils étaient aussi des intelligences
gouvernant de vastes corps métalliques, qu’ils pouvaient se mouvoir avec
rapidité et frapper avec une force telle que même les plus puissants
canons ne pouvaient leur résister."
"they were described as vast spiderlike machines, nearly a hundred feet
high, capable of the speed of an express train, and able to shoot out a
beam of intense heat. masked batteries, chiefly of field guns, had
been planted in the country about horsell common, and especially
between the woking district and london. five of the machines had been
seen moving towards the thames, and one, by a happy chance, had been
destroyed. in the other cases the shells had missed, and the batteries
had been at once annihilated by the heat-rays. heavy losses of soldiers
were mentioned, but the tone of the dispatch was optimistic.","Ils étaient décrits comme de vastes machines arachnéennes, hautes de près de cent pieds, capables d'atteindre la vitesse d'un train express et d'émettre un jet d'eau.
de la vitesse d'un train express et capables d'émettre un faisceau de chaleur intense.
Les batteries masquées, principalement des canons de campagne, avaient été plantées dans la campagne autour de Horsell Common, et surtout dans la région de l'Océan Indien.
dans le pays autour de Horsell Common, et surtout entre le district de
entre le district de woking et londres. cinq de ces machines avaient été aperçues
de la thames, et l'un d'eux, par un heureux hasard, avait ete detruit.
dans les autres cas, les obus avaient manqué, et les batteries avaient été
les batteries avaient été immédiatement anéanties par les rayons de chaleur.
de lourdes pertes de soldats étaient mentionnées, mais le ton de la dépêche était optimiste.","ils ont été décrits comme de vastes machines ressemblant à des araignées, mesurant près de cent pieds de haut.
haut, capable de la vitesse d'un train express et capable de tirer un
faisceau de chaleur intense. des batteries masquées, principalement des canons de campagne, avaient
été planté dans le pays à propos de horsell commun, et surtout
entre le quartier de Woking et Londres. cinq des machines avaient été
vu se diriger vers la Tamise, et l'un d'entre eux, par un heureux hasard, avait été
détruit. dans les autres cas, les obus avaient manqué et les batteries
avait été aussitôt anéanti par les rayons de chaleur. lourdes pertes de soldats
ont été évoqués, mais le ton de la dépêche était optimiste.","on les décrivait comme de vastes machines semblables à des araignées
énormes, ayant près de cent pieds de haut, pouvant atteindre la vitesse
d’un train express et capables de lancer un rayon de chaleur intense.
des batteries, principalement d’artillerie de campagne, avaient été
dissimulées dans la contrée aux environs de la lande de horsell et
spécialement entre le district de woking et londres. cinq de leurs
machines s’étaient avancées jusqu’à la tamise et l’une d’elles, par un
caprice du hasard, avait été détruite. pour les autres, les obus
n’avaient pas porté et les batteries avaient été immédiatement
annihilées par les rayons ardents. on mentionnait de grosses pertes de
soldats, mais le ton de la dépêche était optimiste."
"the martians had been repulsed; they were not invulnerable. they had
retreated to their triangle of cylinders again, in the circle about
woking. signallers with heliographs were pushing forward upon them from
all sides. guns were in rapid transit from windsor, portsmouth,
aldershot, woolwich—even from the north; among others, long wire-guns
of ninety-five tons from woolwich. altogether one hundred and sixteen
were in position or being hastily placed, chiefly covering london.
never before in england had there been such a vast or rapid
concentration of military material.","les martiens avaient été repoussés, ils n'étaient pas invulnérables. ils s'étaient repliés dans leur triangle de cylindres, dans le cercle autour de l'horizon.
s'étaient repliés dans leur triangle de cylindres, dans le cercle autour de Woking.
les signaleurs munis d'héliographes s'avançaient sur eux de tous côtés.
de tous les côtés. des canons arrivaient rapidement de windsor, portsmouth,
aldershot, woolwich - même du nord ; entre autres, de longs canons en fil de fer
de quatre-vingt-quinze tonnes venant de woolwich. au total cent seize
étaient en position ou en train d'être mis en place à la hâte, couvrant principalement Londres.
jamais l'Angleterre n'avait connu une concentration de matériel militaire aussi vaste et aussi rapide.
concentration de matériel militaire aussi vaste et aussi rapide.","les martiens avaient été repoussés ; ils n'étaient pas invulnérables. ils avaient
se retirèrent à nouveau dans leur triangle de cylindres, dans le cercle autour
se réveiller. des signaleurs munis d'héliographes les poussaient depuis
tous les côtés. les armes étaient en transit rapide depuis Windsor, Portsmouth,
Aldershot, Woolwich, même du nord ; entre autres, des pistolets à câble longs
de quatre-vingt-quinze tonnes de Woolwich. en tout cent seize
étaient en position ou étaient placés à la hâte, couvrant principalement Londres.
jamais auparavant en Angleterre il n'y avait eu un phénomène aussi vaste et aussi rapide
concentration de matériel militaire.","les marsiens avaient été repoussés et ils n’étaient pas invulnérables.
ils s’étaient retirés de nouveau vers leur triangle de cylindres, aux
environs de woking. des éclaireurs, munis d’héliographes, s’avançaient
vers eux, les cernant dans tous les sens. on amenait des canons,
en grande vitesse, de windsor, de portsmouth, d’aldershot, de
woolwich et du nord même; entre autres, de woolwich, des canons de
quatre-vingt-quinze tonnes à longue portée. il y en avait actuellement,
en position ou disposés en hâte, cent seize en tout, qui défendaient
londres. jamais encore, en angleterre, il n’y avait eu une aussi
importante et soudaine concentration de matériel militaire."
"any further cylinders that fell, it was hoped, could be destroyed at
once by high explosives, which were being rapidly manufactured and
distributed. no doubt, ran the report, the situation was of the
strangest and gravest description, but the public was exhorted to avoid
and discourage panic. no doubt the martians were strange and terrible
in the extreme, but at the outside there could not be more than twenty
of them against our millions.","Tout autre cylindre qui tomberait pourrait, espérait-on, être détruit immédiatement par des
de l'explosion, que l'on fabriquait et distribuait rapidement.
de la situation était des plus étranges et des plus graves, mais le public était invité à éviter de s'approcher de l'endroit où il se trouvait.
situation était des plus étranges et des plus graves, mais le public était invité à éviter et à décourager la panique.
et de décourager la panique. sans aucun doute, les martiens étaient étranges et terribles à l'extrême, mais à l'extérieur, ils avaient l'air d'avoir des
et terribles à l'extrême, mais à l'extérieur ils ne devaient pas être plus de vingt contre nos millions.
contre des millions d'autres.","on espérait que tout autre cylindre tombant pourrait être détruit à un moment donné.
une fois par des explosifs puissants, qui étaient rapidement fabriqués et
distribué. sans aucun doute, selon le rapport, la situation était de la
description la plus étrange et la plus grave, mais le public a été exhorté à éviter
et décourager la panique. il ne fait aucun doute que les martiens étaient étranges et terribles
à l'extrême, mais à l'extérieur il ne pouvait y en avoir plus de vingt
d'eux contre nos millions.","tout nouveau cylindre, espérait-on, pourrait, aussitôt tombé, être
détruit par de violents explosifs, qu’on manufacturait et qu’on
distribuait rapidement. nul doute, continuait le compte rendu, que la
situation ne fût des plus insolites et des plus graves, mais le public
était exhorté à s’abstenir de toute panique et à se rassurer. certes,
les marsiens étaient déconcertants et terribles à l’extrême, mais ils ne
pouvaient être guère plus d’une vingtaine contre des millions d’humains."
"the authorities had reason to suppose, from the size of the cylinders,
that at the outside there could not be more than five in each
cylinder—fifteen altogether. and one at least was disposed of—perhaps
more. the public would be fairly warned of the approach of danger, and
elaborate measures were being taken for the protection of the people in
the threatened southwestern suburbs. and so, with reiterated assurances
of the safety of london and the ability of the authorities to cope with
the difficulty, this quasi-proclamation closed.","les autorités avaient des raisons de supposer, d'après la taille des cylindres, qu'à l'extérieur, il ne pouvait y en avoir plus de cinq par cylindre,
de la taille des cylindres, qu'à l'extérieur il ne pouvait y en avoir plus de cinq dans chaque
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
Le public serait ainsi averti de l'approche du danger, et des mesures
et des mesures élaborées étaient prises pour la protection des habitants des
dans les faubourgs menacés du sud-ouest. et ainsi, avec des assurances réitérées
de la securite de londres et de la capacite des autorites a faire face a la difficulte.
la difficulté, cette quasi-proclamation s'est achevée.","les autorités avaient des raisons de supposer, d'après la taille des cylindres,
qu'à l'extérieur il ne pouvait y en avoir plus de cinq dans chaque
cylindre : quinze au total. et un au moins a été éliminé - peut-être
plus. le public serait équitablement averti de l'approche du danger, et
des mesures élaborées étaient prises pour la protection de la population
les banlieues sud-ouest menacées. et ainsi, avec des assurances réitérées
de la sécurité de Londres et de la capacité des autorités à faire face
La difficulté, cette quasi-proclamation est close.","les autorités avaient raison de supposer, d’après la dimension des
cylindres, qu’il ne pouvait y en avoir plus de cinq dans chacun soit
quinze en tout, et l’on s’était déjà débarrassé d’un au moins peut-être
plus. le public devait être à temps, prévenu de l’approche du danger et
des mesures sérieuses seraient prises pour la protection des habitants
des banlieues sud-ouest menacées. de cette manière, avec l’assurance
réitérée de la sécurité de londres et la promesse que les autorités
sauraient tenir tête au péril cette quasi-proclamation se terminait."
"this was printed in enormous type on paper so fresh that it was still
wet, and there had been no time to add a word of comment. it was
curious, my brother said, to see how ruthlessly the usual contents of
the paper had been hacked and taken out to give this place.","Cette lettre était imprimée en caractères énormes sur un papier si frais qu'il était encore humide et qu'on n'avait pas eu le temps d'ajouter un mot de commentaire.
de l'histoire, et il n'y avait pas eu le temps d'ajouter un mot de commentaire.
de l'histoire de l'art, de l'histoire de la culture, de l'histoire de l'art, de l'histoire de l'art, de l'histoire de l'art.
de ce journal avait ete coupe et enleve pour donner cette place a l'article.","cela a été imprimé en caractères énormes sur du papier si frais qu'il était encore
mouillé, et nous n’avions pas eu le temps d’ajouter un mot de commentaire. c'était
curieux, dit mon frère, de voir avec quelle impitoyabilité le contenu habituel du
le papier avait été piraté et retiré pour donner cette place.","tout ceci était imprimé en caractères énormes, si fraîchement que le
papier était encore humide et on n’avait pas pris le temps d’ajouter le
moindre commentaire. il était curieux, dit mon frère, de voir comment on
avait bouleversé toute la composition du journal pour faire place à
cette nouvelle."
"all down wellington street people could be seen fluttering out the pink
sheets and reading, and the strand was suddenly noisy with the voices
of an army of hawkers following these pioneers. men came scrambling off
buses to secure copies. certainly this news excited people intensely,
whatever their previous apathy. the shutters of a map shop in the
strand were being taken down, my brother said, and a man in his sunday
raiment, lemon-yellow gloves even, was visible inside the window
hastily fastening maps of surrey to the glass.","de la rue Wellington, on voyait des gens sortir les feuilles roses et lire.
de l'histoire de l'art, de l'histoire de l'art et de l'histoire de l'art, de l'histoire de l'art et de l'histoire de l'art.
de l'armée de colporteurs qui suivaient ces pionniers. des hommes se précipitaient des bus pour obtenir des exemplaires.
Cette nouvelle a certainement excité les gens de manière intense,
les volets d'un magasin de cartes dans le quartier étaient en train d'être enlevés, et je n'ai pas eu le temps de m'en rendre compte.
strand étaient en train d'être démontés, dit mon frère, et un homme en habit du dimanche, avec des gants jaune citron, était en train d'en faire la promotion.
gants jaune citron, était visible à l'intérieur de la vitrine, attachant à la hâte des cartes de Surrey.
Il fixait à la hâte des cartes du Surrey sur la vitre.","partout dans la rue Wellington, on pouvait voir des gens agiter le rose
draps et lecture, et la rive fut soudain bruyante avec les voix
d'une armée de colporteurs à la suite de ces pionniers. les hommes sont partis en courant
bus pour sécuriser les copies. certainement cette nouvelle a excité intensément les gens,
quelle que soit leur apathie antérieure. les volets d'un magasin de cartes dans le
brin étaient en train d'être démontés, a dit mon frère, et un homme dans son dimanche
des vêtements, même des gants jaune citron, étaient visibles à l'intérieur de la fenêtre
attachant à la hâte des cartes de Surrey au verre.","tout au long de wellington street, on pouvait voir les gens lisant les
feuilles roses déployées et le strand fut soudain empli de la confusion
des voix d’une armée de crieurs qui suivirent les deux premiers. des
gens descendaient précipitamment des omnibus pour s’emparer d’un numéro.
enfin, cette nouvelle surexcitait au plus haut point les gens, quelle
qu’ait pu être leur apathie préalable. la boutique d’un marchand de
cartes et de globes, dans le strand, fut ouverte, raconte mon frère, et
un homme encore endimanché, ayant même des gants jaune paille, parut
derrière la vitrine, fixant en toute hâte des cartes du surrey après les
glaces."
